,ImageId,Label
563,563,1.0
564,564,6.0
565,565,5.0
566,566,4.0
567,567,1.0
568,568,1.0
569,569,4.0
570,570,6.0
571,571,5.0
572,572,3.0
573,573,6.0
574,574,0.0
575,575,4.0
576,576,8.0
577,577,2.0
578,578,4.0
579,579,2.0
580,580,5.0
581,581,1.0
582,582,7.0
583,583,6.0
584,584,9.0
585,585,1.0
586,586,7.0
587,587,3.0
588,588,8.0
589,589,0.0
590,590,8.0
591,591,8.0
592,592,4.0
593,593,5.0
594,594,3.0
595,595,6.0
596,596,6.0
597,597,6.0
598,598,0.0
599,599,3.0
600,600,5.0
601,601,1.0
602,602,7.0
603,603,1.0
604,604,6.0
605,605,2.0
606,606,8.0
607,607,5.0
608,608,6.0
609,609,4.0
610,610,7.0
611,611,4.0
612,612,3.0
613,613,3.0
614,614,2.0
615,615,4.0
616,616,7.0
617,617,0.0
618,618,0.0
619,619,9.0
620,620,8.0
621,621,5.0
622,622,9.0
623,623,4.0
624,624,0.0
625,625,8.0
626,626,8.0
627,627,3.0
628,628,6.0
629,629,2.0
630,630,6.0
631,631,1.0
632,632,8.0
633,633,6.0
634,634,1.0
635,635,4.0
636,636,7.0
637,637,7.0
638,638,8.0
639,639,3.0
640,640,0.0
641,641,9.0
642,642,9.0
643,643,6.0
644,644,7.0
645,645,2.0
646,646,4.0
647,647,8.0
648,648,1.0
649,649,8.0
650,650,4.0
651,651,8.0
652,652,0.0
653,653,2.0
654,654,8.0
655,655,2.0
656,656,4.0
657,657,3.0
658,658,3.0
659,659,7.0
660,660,2.0
661,661,3.0
662,662,4.0
663,663,0.0
664,664,4.0
665,665,8.0
666,666,1.0
667,667,3.0
668,668,5.0
669,669,6.0
670,670,3.0
671,671,9.0
672,672,4.0
673,673,3.0
674,674,8.0
675,675,7.0
676,676,7.0
677,677,2.0
678,678,6.0
679,679,0.0
680,680,6.0
681,681,9.0
682,682,8.0
683,683,8.0
684,684,1.0
685,685,3.0
686,686,4.0
687,687,6.0
688,688,9.0
689,689,9.0
690,690,2.0
691,691,6.0
692,692,0.0
693,693,1.0
694,694,8.0
695,695,4.0
696,696,3.0
697,697,9.0
698,698,8.0
699,699,8.0
700,700,4.0
701,701,0.0
702,702,5.0
703,703,0.0
704,704,6.0
705,705,0.0
706,706,4.0
707,707,4.0
708,708,6.0
709,709,5.0
710,710,1.0
711,711,8.0
712,712,1.0
713,713,5.0
714,714,3.0
715,715,6.0
716,716,2.0
717,717,3.0
718,718,7.0
719,719,8.0
720,720,9.0
721,721,3.0
722,722,1.0
723,723,0.0
724,724,1.0
725,725,0.0
726,726,6.0
727,727,4.0
728,728,7.0
729,729,5.0
730,730,7.0
731,731,1.0
732,732,3.0
733,733,2.0
734,734,7.0
735,735,7.0
736,736,1.0
737,737,5.0
738,738,1.0
739,739,5.0
740,740,4.0
741,741,4.0
742,742,3.0
743,743,4.0
744,744,3.0
745,745,9.0
746,746,0.0
747,747,7.0
748,748,8.0
749,749,6.0
750,750,4.0
751,751,9.0
752,752,4.0
753,753,4.0
754,754,1.0
755,755,4.0
756,756,7.0
757,757,1.0
758,758,1.0
759,759,8.0
760,760,7.0
761,761,0.0
762,762,4.0
763,763,0.0
764,764,4.0
765,765,0.0
766,766,0.0
767,767,5.0
768,768,1.0
769,769,8.0
770,770,6.0
771,771,5.0
772,772,0.0
773,773,1.0
774,774,5.0
775,775,3.0
776,776,4.0
777,777,6.0
778,778,3.0
779,779,1.0
780,780,1.0
781,781,6.0
782,782,9.0
783,783,8.0
784,784,3.0
785,785,5.0
786,786,5.0
787,787,4.0
788,788,8.0
789,789,5.0
790,790,5.0
791,791,0.0
792,792,4.0
793,793,0.0
794,794,4.0
795,795,3.0
796,796,1.0
797,797,6.0
798,798,9.0
799,799,9.0
800,800,1.0
801,801,1.0
802,802,3.0
803,803,3.0
804,804,1.0
805,805,4.0
806,806,9.0
807,807,6.0
808,808,9.0
809,809,1.0
810,810,5.0
811,811,4.0
812,812,2.0
813,813,3.0
814,814,2.0
815,815,4.0
816,816,0.0
817,817,9.0
818,818,7.0
819,819,4.0
820,820,3.0
821,821,0.0
822,822,5.0
823,823,0.0
824,824,1.0
825,825,9.0
826,826,0.0
827,827,4.0
828,828,5.0
829,829,2.0
830,830,8.0
831,831,0.0
832,832,5.0
833,833,9.0
834,834,3.0
835,835,9.0
836,836,6.0
837,837,1.0
838,838,5.0
839,839,5.0
840,840,1.0
841,841,9.0
842,842,0.0
843,843,8.0
844,844,4.0
845,845,6.0
846,846,7.0
847,847,2.0
848,848,8.0
849,849,5.0
850,850,8.0
851,851,9.0
852,852,7.0
853,853,7.0
854,854,2.0
855,855,8.0
856,856,1.0
857,857,3.0
858,858,4.0
859,859,5.0
860,860,0.0
861,861,4.0
862,862,1.0
863,863,4.0
864,864,2.0
865,865,3.0
866,866,6.0
867,867,9.0
868,868,2.0
869,869,3.0
870,870,4.0
871,871,5.0
872,872,4.0
873,873,2.0
874,874,3.0
875,875,3.0
876,876,1.0
877,877,1.0
878,878,0.0
879,879,1.0
880,880,4.0
881,881,9.0
882,882,1.0
883,883,1.0
884,884,2.0
885,885,7.0
886,886,1.0
887,887,5.0
888,888,4.0
889,889,9.0
890,890,1.0
891,891,7.0
892,892,6.0
893,893,0.0
894,894,4.0
895,895,2.0
896,896,9.0
897,897,4.0
898,898,1.0
899,899,1.0
900,900,5.0
901,901,3.0
902,902,5.0
903,903,7.0
904,904,4.0
905,905,7.0
906,906,8.0
907,907,3.0
908,908,2.0
909,909,7.0
910,910,2.0
911,911,0.0
912,912,4.0
913,913,7.0
914,914,1.0
915,915,6.0
916,916,4.0
917,917,6.0
918,918,1.0
919,919,5.0
920,920,7.0
921,921,3.0
922,922,5.0
923,923,9.0
924,924,4.0
925,925,7.0
926,926,9.0
927,927,6.0
928,928,6.0
929,929,3.0
930,930,3.0
931,931,2.0
932,932,1.0
933,933,4.0
934,934,5.0
935,935,3.0
936,936,7.0
937,937,7.0
938,938,9.0
939,939,5.0
940,940,6.0
941,941,2.0
942,942,6.0
943,943,1.0
944,944,0.0
945,945,9.0
946,946,3.0
947,947,2.0
948,948,9.0
949,949,2.0
950,950,6.0
951,951,7.0
952,952,5.0
953,953,2.0
954,954,3.0
955,955,2.0
956,956,8.0
957,957,3.0
958,958,0.0
959,959,2.0
960,960,7.0
961,961,9.0
962,962,4.0
963,963,0.0
964,964,9.0
965,965,5.0
966,966,1.0
967,967,8.0
968,968,8.0
969,969,5.0
970,970,3.0
971,971,2.0
972,972,9.0
973,973,6.0
974,974,7.0
975,975,0.0
976,976,8.0
977,977,0.0
978,978,7.0
979,979,4.0
980,980,5.0
981,981,8.0
982,982,7.0
983,983,9.0
984,984,7.0
985,985,7.0
986,986,0.0
987,987,5.0
988,988,3.0
989,989,2.0
990,990,1.0
991,991,9.0
992,992,0.0
993,993,6.0
994,994,8.0
995,995,3.0
996,996,6.0
997,997,2.0
998,998,2.0
999,999,9.0
1000,1000,0.0
1001,1001,7.0
1002,1002,0.0
1003,1003,7.0
1004,1004,1.0
1005,1005,3.0
1006,1006,4.0
1007,1007,6.0
1008,1008,3.0
1009,1009,9.0
1010,1010,2.0
1011,1011,6.0
1012,1012,3.0
1013,1013,7.0
1014,1014,3.0
1015,1015,7.0
1016,1016,2.0
1017,1017,3.0
1018,1018,4.0
1019,1019,9.0
1020,1020,5.0
1021,1021,9.0
1022,1022,9.0
1023,1023,6.0
1024,1024,2.0
1025,1025,6.0
1026,1026,1.0
1027,1027,5.0
1028,1028,5.0
1029,1029,1.0
1030,1030,9.0
1031,1031,1.0
1032,1032,8.0
1033,1033,9.0
1034,1034,4.0
1035,1035,5.0
1036,1036,9.0
1037,1037,5.0
1038,1038,2.0
1039,1039,0.0
1040,1040,1.0
1041,1041,6.0
1042,1042,1.0
1043,1043,9.0
1044,1044,2.0
1045,1045,2.0
1046,1046,7.0
1047,1047,7.0
1048,1048,6.0
1049,1049,6.0
1050,1050,2.0
1051,1051,6.0
1052,1052,3.0
1053,1053,5.0
1054,1054,9.0
1055,1055,1.0
1056,1056,1.0
1057,1057,3.0
1058,1058,6.0
1059,1059,3.0
1060,1060,0.0
1061,1061,0.0
1062,1062,6.0
1063,1063,0.0
1064,1064,9.0
1065,1065,4.0
1066,1066,7.0
1067,1067,0.0
1068,1068,5.0
1069,1069,9.0
1070,1070,0.0
1071,1071,8.0
1072,1072,7.0
1073,1073,6.0
1074,1074,9.0
1075,1075,2.0
1076,1076,6.0
1077,1077,1.0
1078,1078,2.0
1079,1079,9.0
1080,1080,3.0
1081,1081,0.0
1082,1082,2.0
1083,1083,3.0
1084,1084,7.0
1085,1085,7.0
1086,1086,6.0
1087,1087,6.0
1088,1088,3.0
1089,1089,1.0
1090,1090,3.0
1091,1091,1.0
1092,1092,0.0
1093,1093,1.0
1094,1094,7.0
1095,1095,6.0
1096,1096,3.0
1097,1097,3.0
1098,1098,3.0
1099,1099,3.0
1100,1100,4.0
1101,1101,2.0
1102,1102,9.0
1103,1103,1.0
1104,1104,8.0
1105,1105,2.0
1106,1106,0.0
1107,1107,6.0
1108,1108,4.0
1109,1109,6.0
1110,1110,7.0
1111,1111,2.0
1112,1112,4.0
1113,1113,1.0
1114,1114,0.0
1115,1115,5.0
1116,1116,2.0
1117,1117,6.0
1118,1118,4.0
1119,1119,9.0
1120,1120,8.0
1121,1121,5.0
1122,1122,4.0
1123,1123,1.0
1124,1124,6.0
1125,1125,3.0
1126,1126,8.0
1127,1127,6.0
1128,1128,1.0
1129,1129,2.0
1130,1130,0.0
1131,1131,8.0
1132,1132,8.0
1133,1133,0.0
1134,1134,3.0
1135,1135,6.0
1136,1136,8.0
1137,1137,7.0
1138,1138,7.0
1139,1139,7.0
1140,1140,6.0
1141,1141,0.0
1142,1142,2.0
1143,1143,1.0
1144,1144,2.0
1145,1145,8.0
1146,1146,4.0
1147,1147,5.0
1148,1148,5.0
1149,1149,3.0
1150,1150,6.0
1151,1151,7.0
1152,1152,8.0
1153,1153,4.0
1154,1154,7.0
1155,1155,4.0
1156,1156,4.0
1157,1157,1.0
1158,1158,8.0
1159,1159,0.0
1160,1160,9.0
1161,1161,1.0
1162,1162,9.0
1163,1163,0.0
1164,1164,6.0
1165,1165,4.0
1166,1166,1.0
1167,1167,2.0
1168,1168,4.0
1169,1169,5.0
1170,1170,8.0
1171,1171,2.0
1172,1172,9.0
1173,1173,1.0
1174,1174,8.0
1175,1175,2.0
1176,1176,2.0
1177,1177,7.0
1178,1178,2.0
1179,1179,5.0
1180,1180,3.0
1181,1181,8.0
1182,1182,9.0
1183,1183,4.0
1184,1184,0.0
1185,1185,7.0
1186,1186,0.0
1187,1187,3.0
1188,1188,5.0
1189,1189,9.0
1190,1190,7.0
1191,1191,3.0
1192,1192,3.0
1193,1193,8.0
1194,1194,8.0
1195,1195,9.0
1196,1196,3.0
1197,1197,2.0
1198,1198,5.0
1199,1199,4.0
1200,1200,4.0
1201,1201,8.0
1202,1202,3.0
1203,1203,0.0
1204,1204,1.0
1205,1205,7.0
1206,1206,9.0
1207,1207,6.0
1208,1208,4.0
1209,1209,0.0
1210,1210,4.0
1211,1211,7.0
1212,1212,8.0
1213,1213,4.0
1214,1214,5.0
1215,1215,9.0
1216,1216,6.0
1217,1217,7.0
1218,1218,8.0
1219,1219,2.0
1220,1220,0.0
1221,1221,0.0
1222,1222,5.0
1223,1223,0.0
1224,1224,5.0
1225,1225,9.0
1226,1226,9.0
1227,1227,9.0
1228,1228,9.0
1229,1229,5.0
1230,1230,4.0
1231,1231,3.0
1232,1232,7.0
1233,1233,5.0
1234,1234,4.0
1235,1235,6.0
1236,1236,9.0
1237,1237,5.0
1238,1238,4.0
1239,1239,9.0
1240,1240,9.0
1241,1241,5.0
1242,1242,7.0
1243,1243,8.0
1244,1244,2.0
1245,1245,4.0
1246,1246,7.0
1247,1247,4.0
1248,1248,3.0
1249,1249,8.0
1250,1250,6.0
1251,1251,6.0
1252,1252,0.0
1253,1253,4.0
1254,1254,5.0
1255,1255,5.0
1256,1256,7.0
1257,1257,6.0
1258,1258,5.0
1259,1259,5.0
1260,1260,1.0
1261,1261,9.0
1262,1262,4.0
1263,1263,2.0
1264,1264,2.0
1265,1265,1.0
1266,1266,9.0
1267,1267,9.0
1268,1268,8.0
1269,1269,1.0
1270,1270,1.0
1271,1271,8.0
1272,1272,1.0
1273,1273,0.0
1274,1274,0.0
1275,1275,4.0
1276,1276,0.0
1277,1277,2.0
1278,1278,7.0
1279,1279,6.0
1280,1280,1.0
1281,1281,4.0
1282,1282,7.0
1283,1283,0.0
1284,1284,7.0
1285,1285,1.0
1286,1286,0.0
1287,1287,3.0
1288,1288,3.0
1289,1289,1.0
1290,1290,9.0
1291,1291,8.0
1292,1292,4.0
1293,1293,6.0
1294,1294,5.0
1295,1295,9.0
1296,1296,8.0
1297,1297,6.0
1298,1298,3.0
1299,1299,6.0
1300,1300,6.0
1301,1301,6.0
1302,1302,1.0
1303,1303,1.0
1304,1304,4.0
1305,1305,0.0
1306,1306,7.0
1307,1307,8.0
1308,1308,0.0
1309,1309,4.0
1310,1310,6.0
1311,1311,7.0
1312,1312,9.0
1313,1313,5.0
1314,1314,9.0
1315,1315,6.0
1316,1316,2.0
1317,1317,4.0
1318,1318,7.0
1319,1319,5.0
1320,1320,9.0
1321,1321,8.0
1322,1322,5.0
1323,1323,1.0
1324,1324,8.0
1325,1325,0.0
1326,1326,3.0
1327,1327,6.0
1328,1328,8.0
1329,1329,1.0
1330,1330,3.0
1331,1331,6.0
1332,1332,3.0
1333,1333,1.0
1334,1334,9.0
1335,1335,1.0
1336,1336,4.0
1337,1337,5.0
1338,1338,8.0
1339,1339,2.0
1340,1340,2.0
1341,1341,9.0
1342,1342,1.0
1343,1343,3.0
1344,1344,3.0
1345,1345,0.0
1346,1346,5.0
1347,1347,6.0
1348,1348,1.0
1349,1349,8.0
1350,1350,3.0
1351,1351,6.0
1352,1352,7.0
1353,1353,2.0
1354,1354,3.0
1355,1355,2.0
1356,1356,9.0
1357,1357,2.0
1358,1358,1.0
1359,1359,5.0
1360,1360,9.0
1361,1361,8.0
1362,1362,7.0
1363,1363,3.0
1364,1364,8.0
1365,1365,4.0
1366,1366,5.0
1367,1367,8.0
1368,1368,2.0
1369,1369,1.0
1370,1370,6.0
1371,1371,7.0
1372,1372,6.0
1373,1373,1.0
1374,1374,1.0
1375,1375,0.0
1376,1376,5.0
1377,1377,0.0
1378,1378,9.0
1379,1379,1.0
1380,1380,7.0
1381,1381,4.0
1382,1382,0.0
1383,1383,8.0
1384,1384,7.0
1385,1385,5.0
1386,1386,9.0
1387,1387,8.0
1388,1388,8.0
1389,1389,2.0
1390,1390,5.0
1391,1391,4.0
1392,1392,3.0
1393,1393,7.0
1394,1394,9.0
1395,1395,4.0
1396,1396,7.0
1397,1397,2.0
1398,1398,7.0
1399,1399,4.0
1400,1400,1.0
1401,1401,5.0
1402,1402,8.0
1403,1403,2.0
1404,1404,3.0
1405,1405,5.0
1406,1406,9.0
1407,1407,8.0
1408,1408,4.0
1409,1409,5.0
1410,1410,9.0
1411,1411,1.0
1412,1412,5.0
1413,1413,1.0
1414,1414,1.0
1415,1415,3.0
1416,1416,7.0
1417,1417,5.0
1418,1418,1.0
1419,1419,7.0
1420,1420,9.0
1421,1421,2.0
1422,1422,3.0
1423,1423,6.0
1424,1424,8.0
1425,1425,8.0
1426,1426,5.0
1427,1427,0.0
1428,1428,8.0
1429,1429,8.0
1430,1430,4.0
1431,1431,7.0
1432,1432,1.0
1433,1433,9.0
1434,1434,6.0
1435,1435,8.0
1436,1436,9.0
1437,1437,4.0
1438,1438,9.0
1439,1439,9.0
1440,1440,6.0
1441,1441,3.0
1442,1442,2.0
1443,1443,7.0
1444,1444,4.0
1445,1445,8.0
1446,1446,0.0
1447,1447,4.0
1448,1448,9.0
1449,1449,0.0
1450,1450,8.0
1451,1451,8.0
1452,1452,7.0
1453,1453,0.0
1454,1454,9.0
1455,1455,0.0
1456,1456,8.0
1457,1457,7.0
1458,1458,0.0
1459,1459,8.0
1460,1460,5.0
1461,1461,3.0
1462,1462,3.0
1463,1463,6.0
1464,1464,2.0
1465,1465,5.0
1466,1466,3.0
1467,1467,1.0
1468,1468,3.0
1469,1469,3.0
1470,1470,1.0
1471,1471,0.0
1472,1472,6.0
1473,1473,5.0
1474,1474,9.0
1475,1475,3.0
1476,1476,2.0
1477,1477,9.0
1478,1478,4.0
1479,1479,8.0
1480,1480,8.0
1481,1481,7.0
1482,1482,6.0
1483,1483,4.0
1484,1484,4.0
1485,1485,0.0
1486,1486,7.0
1487,1487,5.0
1488,1488,9.0
1489,1489,6.0
1490,1490,7.0
1491,1491,3.0
1492,1492,8.0
1493,1493,9.0
1494,1494,5.0
1495,1495,0.0
1496,1496,8.0
1497,1497,6.0
1498,1498,0.0
1499,1499,3.0
1500,1500,0.0
1501,1501,1.0
1502,1502,8.0
1503,1503,8.0
1504,1504,8.0
1505,1505,6.0
1506,1506,0.0
1507,1507,1.0
1508,1508,2.0
1509,1509,0.0
1510,1510,7.0
1511,1511,3.0
1512,1512,6.0
1513,1513,9.0
1514,1514,2.0
1515,1515,3.0
1516,1516,1.0
1517,1517,7.0
1518,1518,3.0
1519,1519,9.0
1520,1520,5.0
1521,1521,9.0
1522,1522,9.0
1523,1523,1.0
1524,1524,1.0
1525,1525,5.0
1526,1526,8.0
1527,1527,3.0
1528,1528,2.0
1529,1529,5.0
1530,1530,4.0
1531,1531,1.0
1532,1532,8.0
1533,1533,4.0
1534,1534,0.0
1535,1535,7.0
1536,1536,0.0
1537,1537,9.0
1538,1538,0.0
1539,1539,0.0
1540,1540,7.0
1541,1541,1.0
1542,1542,3.0
1543,1543,5.0
1544,1544,5.0
1545,1545,8.0
1546,1546,9.0
1547,1547,7.0
1548,1548,9.0
1549,1549,4.0
1550,1550,6.0
1551,1551,0.0
1552,1552,1.0
1553,1553,9.0
1554,1554,2.0
1555,1555,7.0
1556,1556,4.0
1557,1557,8.0
1558,1558,5.0
1559,1559,0.0
1560,1560,5.0
1561,1561,9.0
1562,1562,8.0
1563,1563,7.0
1564,1564,5.0
1565,1565,0.0
1566,1566,8.0
1567,1567,9.0
1568,1568,9.0
1569,1569,6.0
1570,1570,3.0
1571,1571,0.0
1572,1572,8.0
1573,1573,7.0
1574,1574,5.0
1575,1575,2.0
1576,1576,6.0
1577,1577,1.0
1578,1578,7.0
1579,1579,2.0
1580,1580,3.0
1581,1581,8.0
1582,1582,8.0
1583,1583,1.0
1584,1584,4.0
1585,1585,6.0
1586,1586,1.0
1587,1587,4.0
1588,1588,0.0
1589,1589,2.0
1590,1590,3.0
1591,1591,6.0
1592,1592,3.0
1593,1593,3.0
1594,1594,2.0
1595,1595,9.0
1596,1596,1.0
1597,1597,3.0
